ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Year,Month,Quarter,Month_Name,Quarter_Name,Year_Month,Region,Revenue,Estimated_Cost,Estimated_Profit,Estimated_Profit_Margin,SALES_CATEGORY
10288,35,80.87,9,2830.45,2004-09-01,Shipped,3,9,2004,Classic Cars,90,S24_2766,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,N/A,69045,Singapore,APAC,Victorino,Wendy,Small,2004,9,3,September,Q3,2004-09,APAC,2830.45,1890.0,940.4499999999998,33.22616545072338,Low
10302,49,100.0,5,5298.86,2003-10-06,Shipped,4,10,2003,Classic Cars,90,S24_2766,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2003,10,4,October,Q4,2003-10,EMEA,5298.86,2646.0,2652.8599999999997,50.064730904383204,Medium
10311,28,93.6,4,2620.8,2004-10-16,Shipped,4,10,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2004,10,4,October,Q4,2004-10,EMEA,2620.8,1512.0,1108.8000000000002,42.307692307692314,Low
10321,30,72.7,1,2181.0,2004-11-04,Shipped,4,11,2004,Classic Cars,90,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,N/A,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,2004,11,4,November,Q4,2004-11,NA,2181.0,1620.0,561.0,25.722145804676757,Low
10332,39,86.72,7,3382.08,2004-11-17,Shipped,4,11,2004,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,N/A,Manchester,N/A,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2004,11,4,November,Q4,2004-11,EMEA,3382.08,2106.0,1276.08,37.730627306273064,Medium
10346,25,100.0,1,2876.75,2004-11-29,Shipped,4,11,2004,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,N/A,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2004,11,4,November,Q4,2004-11,NA,2876.75,1350.0,1526.75,53.07204310419744,Low
10368,40,100.0,2,4107.2,2005-01-19,Shipped,1,1,2005,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2005,1,1,January,Q1,2005-01,NA,4107.2,2160.0,1947.1999999999998,47.409427347097775,Medium
10380,36,37.5,6,1350.0,2005-02-16,Shipped,1,2,2005,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2005,2,1,February,Q1,2005-02,EMEA,1350.0,1944.0,-594.0,-44.0,Low
10407,76,94.5,6,7182.0,2005-04-22,On Hold,2,4,2005,Classic Cars,90,S24_2766,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,NA,Frick,Sue,Large,2005,4,2,April,Q2,2005-04,NA,7182.0,4104.0,3078.0,42.857142857142854,High
10420,39,100.0,9,3933.93,2005-05-29,In Process,2,5,2005,Classic Cars,90,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2005,5,2,May,Q2,2005-05,APAC,3933.93,2106.0,1827.9299999999998,46.465747992465545,Medium
10104,44,39.6,10,1742.4,2003-01-31,Shipped,1,1,2003,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2003,1,1,January,Q1,2003-01,EMEA,1742.4,924.0,818.4000000000001,46.96969696969697,Low
10114,24,30.06,1,721.44,2003-04-01,Shipped,2,4,2003,Classic Cars,35,S24_2840,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",N/A,Paris,N/A,75012,France,EMEA,Bertrand,Marie,Small,2003,4,2,April,Q2,2003-04,EMEA,721.44,504.0,217.44000000000005,30.13972055888224,Low
10127,39,38.19,12,1489.41,2003-06-03,Shipped,2,6,2003,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small,2003,6,2,June,Q2,2003-06,NA,1489.41,819.0,670.4100000000001,45.01178318931658,Low
10141,21,42.43,6,891.03,2003-08-01,Shipped,3,8,2003,Classic Cars,35,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",N/A,Espoo,N/A,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2003,8,3,August,Q3,2003-08,EMEA,891.03,441.0,450.03,50.506716945557386,Low
10151,30,40.31,4,1209.3,2003-09-21,Shipped,3,9,2003,Classic Cars,35,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,N/A,Oulu,N/A,90110,Finland,EMEA,Koskitalo,Pirkko,Small,2003,9,3,September,Q3,2003-09,EMEA,1209.3,630.0,579.3,47.90374596874224,Low
10165,27,31.82,13,859.14,2003-10-22,Shipped,4,10,2003,Classic Cars,35,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",N/A,Singapore,N/A,79903,Singapore,Japan,Natividad,Eric,Small,2003,10,4,October,Q4,2003-10,Japan,859.14,567.0,292.14,34.003771213073534,Low
10175,37,31.12,2,1151.44,2003-11-06,Shipped,4,11,2003,Classic Cars,35,S24_2840,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,N/A,London,N/A,WX3 6FW,UK,EMEA,Brown,Ann,Small,2003,11,4,November,Q4,2003-11,EMEA,1151.44,777.0,374.44000000000005,32.519280205655534,Low
10184,42,31.82,7,1336.44,2003-11-14,Shipped,4,11,2003,Classic Cars,35,S24_2840,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",N/A,Sevilla,N/A,41101,Spain,EMEA,Roel,Jose Pedro,Small,2003,11,4,November,Q4,2003-11,EMEA,1336.44,882.0,454.44000000000005,34.00377121307354,Low
10195,32,28.29,7,905.28,2003-11-25,Shipped,4,11,2003,Classic Cars,35,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,N/A,White Plains,NY,24067,USA,NA,Frick,Steve,Small,2003,11,4,November,Q4,2003-11,NA,905.28,672.0,233.27999999999997,25.768822905620357,Low
10207,42,29.7,8,1247.4,2003-12-09,Shipped,4,12,2003,Classic Cars,35,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,N/A,Boston,MA,51003,USA,NA,Franco,Valarie,Small,2003,12,4,December,Q4,2003-12,NA,1247.4,882.0,365.4000000000001,29.292929292929298,Low
10219,21,40.31,3,846.51,2004-02-10,Shipped,1,2,2004,Classic Cars,35,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,N/A,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,2004,2,1,February,Q1,2004-02,NA,846.51,441.0,405.51,47.90374596874224,Low
10229,33,32.88,2,1085.04,2004-03-11,Shipped,1,3,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2004,3,1,March,Q1,2004-03,NA,1085.04,693.0,392.03999999999996,36.13138686131387,Low
10246,49,36.07,6,1767.43,2004-05-05,Shipped,2,5,2004,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2004,5,2,May,Q2,2004-05,EMEA,1767.43,1029.0,738.4300000000001,41.77987247019684,Low
10259,31,33.24,5,1030.44,2004-06-15,Shipped,2,6,2004,Classic Cars,35,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,N/A,69045,Singapore,APAC,Victorino,Wendy,Small,2004,6,2,June,Q2,2004-06,APAC,1030.44,651.0,379.44000000000005,36.8231046931408,Low
10271,38,41.72,6,1585.36,2004-07-20,Shipped,3,7,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2004,7,3,July,Q3,2004-07,NA,1585.36,798.0,787.3599999999999,49.66442953020134,Low
10281,20,40.66,2,813.2,2004-08-19,Shipped,3,8,2004,Classic Cars,35,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,N/A,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,2004,8,3,August,Q3,2004-08,NA,813.2,420.0,393.20000000000005,48.352188883423516,Low
10292,39,30.06,9,1172.34,2004-09-08,Shipped,3,9,2004,Classic Cars,35,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,N/A,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2004,9,3,September,Q3,2004-09,NA,1172.34,819.0,353.3399999999999,30.13972055888223,Low
10305,48,31.47,6,1510.56,2004-10-13,Shipped,4,10,2004,Classic Cars,35,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,N/A,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2004,10,4,October,Q4,2004-10,NA,1510.56,1008.0,502.55999999999995,33.2697807435653,Low
10314,39,37.13,15,1448.07,2004-10-22,Shipped,4,10,2004,Classic Cars,35,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,N/A,Aaarhus,N/A,8200,Denmark,EMEA,Ibsen,Palle,Small,2004,10,4,October,Q4,2004-10,EMEA,1448.07,819.0,629.0699999999999,43.44196067869647,Low
10324,30,100.0,9,3338.1,2004-11-05,Shipped,4,11,2004,Classic Cars,35,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Medium,2004,11,4,November,Q4,2004-11,NA,3338.1,630.0,2708.1,81.12698840657859,Medium
10335,33,37.13,2,1225.29,2004-11-19,Shipped,4,11,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2004,11,4,November,Q4,2004-11,NA,1225.29,693.0,532.29,43.441960678696475,Low
10349,36,37.13,3,1336.68,2004-12-01,Shipped,4,12,2004,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small,2004,12,4,December,Q4,2004-12,NA,1336.68,756.0,580.6800000000001,43.441960678696475,Low
10358,36,82.94,4,2985.84,2004-12-10,Shipped,4,12,2004,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2004,12,4,December,Q4,2004-12,EMEA,2985.84,756.0,2229.84,74.68049192187122,Low
10371,45,100.0,8,5545.8,2005-01-23,Shipped,1,1,2005,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2005,1,1,January,Q1,2005-01,NA,5545.8,945.0,4600.8,82.96007789678676,Medium
10383,40,100.0,3,6089.6,2005-02-22,Shipped,1,2,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2,1,February,Q1,2005-02,EMEA,6089.6,840.0,5249.6,86.20599054125066,High
10394,46,38.9,6,1789.4,2005-03-15,Shipped,1,3,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2005,3,1,March,Q1,2005-03,EMEA,1789.4,966.0,823.4000000000001,46.015424164524426,Low
10412,30,36.07,6,1082.1,2005-05-03,Shipped,2,5,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2005,5,2,May,Q2,2005-05,EMEA,1082.1,630.0,452.0999999999999,41.779872470196835,Low
10425,31,33.24,5,1030.44,2005-05-31,In Process,2,5,2005,Classic Cars,35,S24_2840,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",N/A,Nantes,N/A,44000,France,EMEA,Labrune,Janine,Small,2005,5,2,May,Q2,2005-05,EMEA,1030.44,651.0,379.44000000000005,36.8231046931408,Low
10106,49,74.68,13,3659.32,2003-02-17,Shipped,1,2,2003,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,N/A,Bergamo,N/A,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,1,February,Q1,2003-02,EMEA,3659.32,1999.1999999999998,1660.1200000000003,45.366898768077135,Medium
10119,41,59.6,4,2443.6,2003-04-28,Shipped,2,4,2003,Planes,68,S24_2841,Salzburg Collectables,6562-9555,Geislweg 14,N/A,Salzburg,N/A,5020,Austria,EMEA,Pipps,Georg,Small,2003,4,2,April,Q2,2003-04,EMEA,2443.6,1672.8,770.8,31.543624161073826,Low
10131,35,67.14,5,2349.9,2003-06-16,Shipped,2,6,2003,Planes,68,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,N/A,Glendale,CT,97561,USA,NA,Lewis,Dan,Small,2003,6,2,June,Q2,2003-06,NA,2349.9,1428.0,921.9000000000001,39.23145665773012,Low
10143,27,60.97,8,1646.19,2003-08-10,Shipped,3,8,2003,Planes,68,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,N/A,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small,2003,8,3,August,Q3,2003-08,NA,1646.19,1101.6,544.5900000000001,33.08184352960473,Low
10155,23,72.62,6,1670.26,2003-10-06,Shipped,4,10,2003,Planes,68,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,N/A,Helsinki,N/A,21240,Finland,EMEA,Karttunen,Matti,Small,2003,10,4,October,Q4,2003-10,EMEA,1670.26,938.4,731.86,43.81713026714404,Low
10167,21,69.88,2,1467.48,2003-10-23,Cancelled,4,10,2003,Planes,68,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,N/A,Boras,N/A,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2003,10,4,October,Q4,2003-10,EMEA,1467.48,856.8,610.6800000000001,41.61419576416715,Low
10178,34,80.84,5,2748.56,2003-11-08,Shipped,4,11,2003,Planes,68,S24_2841,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,N/A,Toulouse,N/A,31000,France,EMEA,Roulet,Annette,Small,2003,11,4,November,Q4,2003-11,EMEA,2748.56,1387.2,1361.36,49.52993567540821,Low
10186,22,69.2,2,1522.4,2003-11-14,Shipped,4,11,2003,Planes,68,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,N/A,London,N/A,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,2003,11,4,November,Q4,2003-11,EMEA,1522.4,897.6,624.8000000000001,41.040462427745666,Low
10198,48,67.82,5,3255.36,2003-11-27,Shipped,4,11,2003,Planes,68,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,N/A,Makati City,N/A,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,11,4,November,Q4,2003-11,Japan,3255.36,1958.3999999999999,1296.9600000000003,39.84075493954586,Medium
10209,43,82.21,1,3535.03,2004-01-09,Shipped,1,1,2004,Planes,68,S24_2841,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,N/A,Los Angeles,CA,N/A,USA,NA,Chandler,Michael,Medium,2004,1,1,January,Q1,2004-01,NA,3535.03,1754.3999999999999,1780.6300000000003,50.37100109475734,Medium
10222,32,81.53,5,2608.96,2004-02-19,Shipped,1,2,2004,Planes,68,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,N/A,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small,2004,2,1,February,Q1,2004-02,NA,2608.96,1305.6,1303.3600000000001,49.95707101680363,Low
10249,20,67.82,1,1356.4,2004-05-08,Shipped,2,5,2004,Planes,68,S24_2841,Cambridge Collectables Co.,6175555555,4658 Baden Av.,N/A,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small,2004,5,2,May,Q2,2004-05,NA,1356.4,816.0,540.4000000000001,39.84075493954586,Low
10262,24,67.14,10,1611.36,2004-06-24,Cancelled,2,6,2004,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2004,6,2,June,Q2,2004-06,EMEA,1611.36,979.1999999999999,632.16,39.23145665773012,Low
10274,40,65.08,2,2603.2,2004-07-21,Shipped,3,7,2004,Planes,68,S24_2841,Collectables For Less Inc.,6175558555,7825 Douglas Av.,N/A,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small,2004,7,3,July,Q3,2004-07,NA,2603.2,1632.0,971.1999999999998,37.3079287031346,Low
10284,30,73.99,12,2219.7,2004-08-21,Shipped,3,8,2004,Planes,68,S24_2841,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",N/A,Oslo,N/A,N 0106,Norway,EMEA,Klaeboe,Jan,Small,2004,8,3,August,Q3,2004-08,EMEA,2219.7,1224.0,995.6999999999998,44.85741316394107,Low
10296,21,71.25,8,1496.25,2004-09-15,Shipped,3,9,2004,Planes,68,S24_2841,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,N/A,Munich,N/A,80686,Germany,EMEA,Donnermeyer,Michael,Small,2004,9,3,September,Q3,2004-09,EMEA,1496.25,856.8,639.45,42.736842105263165,Low
10307,25,75.36,2,1884.0,2004-10-14,Shipped,4,10,2004,Planes,68,S24_2841,"Classic Gift Ideas, Inc",2155554695,782 First Street,N/A,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small,2004,10,4,October,Q4,2004-10,NA,1884.0,1020.0,864.0,45.85987261146497,Low
10316,34,63.71,10,2166.14,2004-11-01,Shipped,4,11,2004,Planes,68,S24_2841,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,N/A,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,2004,11,4,November,Q4,2004-11,EMEA,2166.14,1387.2,778.9399999999998,35.959817924972526,Low
10328,48,58.92,1,2828.16,2004-11-12,Shipped,4,11,2004,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,N/A,Bergamo,N/A,24100,Italy,EMEA,Rovelli,Giovanni,Small,2004,11,4,November,Q4,2004-11,EMEA,2828.16,1958.3999999999999,869.76,30.75356415478615,Low
10339,55,100.0,12,6214.45,2004-11-23,Shipped,4,11,2004,Planes,68,S24_2841,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,N/A,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,2004,11,4,November,Q4,2004-11,Japan,6214.45,2244.0,3970.45,63.89060978847686,High
10351,25,74.68,5,1867.0,2004-12-03,Shipped,4,12,2004,Planes,68,S24_2841,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,N/A,London,N/A,WX3 6FW,UK,EMEA,Brown,Ann,Small,2004,12,4,December,Q4,2004-12,EMEA,1867.0,1020.0,847.0,45.36689876807713,Low
10373,38,70.44,7,2676.72,2005-01-31,Shipped,1,1,2005,Planes,68,S24_2841,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,N/A,Oulu,N/A,90110,Finland,EMEA,Koskitalo,Pirkko,Small,2005,1,1,January,Q1,2005-01,EMEA,2676.72,1550.3999999999999,1126.32,42.078364565587734,Low
10386,39,55.96,1,2182.44,2005-03-01,Resolved,1,3,2005,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2005,3,1,March,Q1,2005-03,EMEA,2182.44,1591.2,591.24,27.090779127948533,Low
10398,28,57.55,3,1611.4,2005-03-30,Shipped,1,3,2005,Planes,68,S24_2841,Reims Collectables,26.47.1555,59 rue de l'Abbaye,N/A,Reims,N/A,51100,France,EMEA,Henriot,Paul,Small,2005,3,1,March,Q1,2005-03,EMEA,1611.4,1142.3999999999999,469.0000000000002,29.10512597741096,Low
10400,24,61.66,2,1479.84,2005-04-01,Shipped,2,4,2005,Planes,68,S24_2841,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,NA,Frick,Sue,Small,2005,4,2,April,Q2,2005-04,NA,1479.84,979.1999999999999,500.64,33.83068439831333,Low
10415,21,67.82,1,1424.22,2005-05-09,Disputed,2,5,2005,Planes,68,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,N/A,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,2005,5,2,May,Q2,2005-05,APAC,1424.22,856.8,567.4200000000001,39.84075493954586,Low
10110,46,100.0,10,5942.28,2003-03-18,Shipped,1,3,2003,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,N/A,Manchester,N/A,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2003,3,1,March,Q1,2003-03,EMEA,5942.28,3229.2,2713.08,45.6572224802601,Medium
10124,25,93.95,9,2348.75,2003-05-21,Shipped,2,5,2003,Classic Cars,117,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,N/A,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2003,5,2,May,Q2,2003-05,NA,2348.75,1755.0,593.75,25.279403938265034,Low
10148,34,100.0,3,4392.12,2003-09-11,Shipped,3,9,2003,Classic Cars,117,S24_2887,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,2003,9,3,September,Q3,2003-09,APAC,4392.12,2386.7999999999997,2005.3200000000002,45.65722248026011,Medium
10161,25,100.0,2,2759.75,2003-10-17,Shipped,4,10,2003,Classic Cars,117,S24_2887,Heintze Collectables,86 21 3555,Smagsloget 45,N/A,Aaarhus,N/A,8200,Denmark,EMEA,Ibsen,Palle,Small,2003,10,4,October,Q4,2003-10,EMEA,2759.75,1755.0,1004.75,36.407283268411994,Low
10173,23,100.0,16,2728.03,2003-11-05,Shipped,4,11,2003,Classic Cars,117,S24_2887,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,N/A,Bergamo,N/A,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,11,4,November,Q4,2003-11,EMEA,2728.03,1614.6,1113.4300000000003,40.81443385886519,Low
10182,20,100.0,13,2395.8,2003-11-12,Shipped,4,11,2003,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2003,11,4,November,Q4,2003-11,NA,2395.8,1404.0,991.8000000000002,41.39744552967694,Low
10192,23,100.0,1,3052.33,2003-11-20,Shipped,4,11,2003,Classic Cars,117,S24_2887,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2003,11,4,November,Q4,2003-11,NA,3052.33,1614.6,1437.73,47.10270514656017,Medium
10204,42,100.0,7,4242.0,2003-12-02,Shipped,4,12,2003,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,2003,12,4,December,Q4,2003-12,NA,4242.0,2948.4,1293.6,30.495049504950494,Medium
10213,27,100.0,3,2790.45,2004-01-22,Shipped,1,1,2004,Classic Cars,117,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,N/A,London,N/A,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,2004,1,1,January,Q1,2004-01,EMEA,2790.45,1895.3999999999999,895.05,32.075471698113205,Low
10227,33,100.0,13,4340.49,2004-03-02,Shipped,1,3,2004,Classic Cars,117,S24_2887,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",N/A,Lyon,N/A,69004,France,EMEA,Saveley,Mary,Medium,2004,3,1,March,Q1,2004-03,EMEA,4340.49,2316.6,2023.8899999999999,46.628145670189305,Medium
10241,28,98.65,5,2762.2,2004-04-13,Shipped,2,4,2004,Classic Cars,117,S24_2887,Mini Caravy,88.60.1555,"24, place Kluber",N/A,Strasbourg,N/A,67000,France,EMEA,Citeaux,Frederique,Small,2004,4,2,April,Q2,2004-04,EMEA,2762.2,1965.6,796.5999999999999,28.83933096806893,Low
10267,43,100.0,2,4645.72,2004-07-07,Shipped,3,7,2004,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,2004,7,3,July,Q3,2004-07,NA,4645.72,3018.6,1627.1200000000003,35.02406516105147,Medium
10279,48,100.0,2,5580.96,2004-08-09,Shipped,3,8,2004,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2004,8,3,August,Q3,2004-08,EMEA,5580.96,3369.6,2211.36,39.6232906166681,Medium
10288,48,100.0,8,6539.04,2004-09-01,Shipped,3,9,2004,Classic Cars,117,S24_2887,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,N/A,69045,Singapore,APAC,Victorino,Wendy,Medium,2004,9,3,September,Q3,2004-09,APAC,6539.04,3369.6,3169.44,48.4695001101079,High
10302,45,100.0,4,5548.95,2003-10-06,Shipped,4,10,2003,Classic Cars,117,S24_2887,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2003,10,4,October,Q4,2003-10,EMEA,5548.95,3159.0,2389.95,43.070310599302566,Medium
10311,43,100.0,3,4595.41,2004-10-16,Shipped,4,10,2004,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2004,10,4,October,Q4,2004-10,EMEA,4595.41,3018.6,1576.81,34.31271638439225,Medium
10332,44,42.26,11,1859.44,2004-11-17,Shipped,4,11,2004,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,N/A,Manchester,N/A,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2004,11,4,November,Q4,2004-11,EMEA,1859.44,3088.7999999999997,-1229.3599999999997,-66.11452910553713,Low
